Category,Caetgory Description,Name,ImageURL,Date of Appointment,La,Lo,Workplace,Notes,Degree
Public Relations And Marketing,,Mrs. Pamela P. Plumb,,,,,Pamela Plumb & Associates,Consultant,"MA, 1967"
Curatorial,,Ms. Paulina Pobocha,,,40.761433,-73.977622,Museum of Modern Art,"Assistant Curator, Department of Painting and Sculpture","MA, 2003"
Museum Director,,"Marcelle Polednik, PhD",,,30.329235,-81.658391,Museum of Contemporary Art Jacksonville,Director,"PhD, 2009"
Non-profit Arts Administration,,Ms. Barbara E. Pollard Stein,,,,,Jewish Theological Seminary,Project Manager,"MA, 1980"
Education,,Dr. Joseph Polzer,,,51.07816,-114.135801,University of Calgary,Professor,"PhD, 1963"
,,"Maggie L. Popkin, PhD",,,,, , ,"PhD, 2012"
Non-profit Arts Administration,,Mr. Matthew A. Postal,,,,,Landmarks Preservation Commission,"Architectural Historian, Freelance","MA, 1991"
Education,,"Edward David Powers, PhD",,,,,Queen's College,Professor,"PhD, 2003"
Education,,Dr. William L. Pressly,,,,,Art and Art History,Professor,"PhD, 1974"
For-profit Arts Professional,,Ms. Irene Fraley Preston,,,,, ,Artist,Certificate in Conservation
Curatorial,,Ms. Jennifer Casler Price,,,32.748612,-97.365136,Kimball Art Museum,Curator for Asian & Non-Western Art,"MA, 1986"
Other Occupations,,Mr. Steven Prins,,,,,Steven Prins & Co., ,
Non-Profit Arts Administration,,"Ellen Prokop, PhD",ellen_prokop.png,,40.771277,-73.967134,The Frick Collection,"Associate Photoarchivist, Frick Art Reference Library","PhD, 2006"
Education,,Dr. Catherine R. Puglisi,,,40.500819,-74.447399,Rutgers University,Professor of Art History,"PhD, 1983"
Education,,"John F. Pultz, PhD",,,38.954344,-95.255796,University of Kansas,Associate Professor and Associate Curator,"PhD, 1993"
Non-Profit Arts Administration,,"Elena Quevedo, PhD",,,42.889596,-71.954977,The MacDowell Colony,Director of Special Events,"PhD, 1996"
"Editors, Writers Or Publishers",,Ms. Bridget J. Quinn,,,37.783046,-122.394067,The Grotto,Writer,"MA, 1991"
Education,,Dr. Gary M. Radke,,,43.039153,-76.135116,Syracuse University,Dean's Professor of the Humanities,"PhD, 1980"
Education,,"Lisa M. Rafanelli, PhD",lisa_rafanelli.png,,41.032207,-73.714781,Manhattanville College,Professor of Art History,"PhD, 2004"
Other Occupations,,Ms. Caroline Cummings Rafferty,,,,,Carolina George,Partner,"MA, 2012"
Curatorial,,Mr. Bobby G. Rainwater,,,40.773642,-73.956379,New York Public Library,Curator of Special Collections,"MA, 1969"
Education,,"Eric Matthew Ramirez-Weaver, PhD",,,38.033553,-78.507977,University of Virginia,Asst. Professor,"PhD, 2008"
Conservation,,Ms. Leslie J. Ransick Gat,,,40.671206,-73.963631,Brooklyn Museum, ,"Certificate in Conservation, 1998"
Curatorial,,Mr. Thomas E. Rassieur,,,44.958549,-93.274054,Minneapolis Institute of Arts,John E. Andrus III Curator of Prints and Drawings,"MA, 1994"
Education,,Dr. Felicity B. Ratte,,,42.838955,-72.734734,Marlboro College,Dean of Faculty,"PhD, 1995"
"Editors, Writers Or Publishers",,Dr. Beatrice C. Rehl,,,41.092769,-73.982645,Cambridge University Press,Publishing Director,"PhD, 1984"
Education,,Prof. Lisa A. Reilly,,,38.033553,-78.507977,University of Virginia,Associate Professor,"PhD, 2001"
Curatorial,,Ms. Valrae Reynolds,,,40.743057,-74.171724,The Newark Museum,"Senior Curator, Asian Collection","MA, 1968"
Education,,Dr. Jonathan P. Ribner,,,42.3505,-71.105399,Boston University,Associate Professor of Art History,"PhD, 1986"
Education,,Shelley Rice,,,,,New York University,Arts Professor,"MA, 1975"
For-profit Arts Professional,,Ms. Martha L. Richardson,,,42.352018,-71.072841,Martha Richardson Fine Art,Owner,"MA, 1986"
"Editors, Writers Or Publishers",,Dr. Margaret M. Richter,,,40.898148,-74.034186,H. W. Wilson Company,"Editor, Art & Humanities Index","PhD, 1998"
Conservation,,Ms. Caroline Rieger,,,,,"Rieger Art Conservation, LLC",Private Conservator,"Certificate in Conservation, 1989"
For-profit Arts Professional,,Mr. Benjamin A. Rifkin,,,,,Rifkin Fine Arts, ,"MA, 1967"
Education,,Jon Ritter,,,,,New York University,Clinical Associate Professor of Art History,"PhD, 2007"
Other Occupations,,Mr. Curtis M. Roberts,,,,,Hamburg & Golden P.C., ,"MA, 1980"
Education,,"Linda Jones Roccos, PhD",,,40.601815,-74.14849,College of Staten Island,Professor,"PhD, 1986"
For-profit Arts Professional,,Ms. Anne Marie Rochfort,,,,,Marlborough Gallery,Archivist,"MA, 2008"
Conservation,,Ms. Clara-Ines Rojas-Sebesta,,,,,CRS Conservation,Paper Conservator,"Certificate in Conservation, 2005"
Public Relations And Marketing,,Ms. Hedy Roma,,,,,World Monuments Fund,Director of Development,"MA, 1992"
Education,,"Katherine Ann Romba, PhD",katherine_romba.png,,44.22632,-76.495605,Queens College,Assistant Professor,"PhD, 2005"
For-profit Arts Professional,,Chris  Romero,chris_romero.png,,,,Bitforms,Gallery Associate,"MA, 2012"
Curatorial,,Dr. Betsy J. Rosasco,,,40.347069,-74.657646,Princeton University Art Museum,Research Curator of European Painting and Sculpture,"MA, 1971"
Curatorial,,Mrs. Bernice B. Rose,,,29.737185,-95.397685,The Menil Drawing Institute & Study Center,Chief Curator,"MA, 1970"
Museum Director,,Mr. Allen Rosenbaum,,,40.347069,-74.657646,Princeton University Art Museum,Director Emeritus,"MA, 1962"
Education,,Dr. Susan Rosenberg,,,40.715408,-74.012671,St. John's University,Associate Professor,"PhD, 1998"
Education,,"Jason Rosenfeld, PhD",jason_rosenfeld.png,,40.76874,-73.95978,Marymount Manhattan College,Distinguished Chair/Prof of Art History,"PhD, 1999"
Curatorial,,Ms. Phyllis D. Rosenzweig,,,38.887017,-77.025596,Hirschhorn Museum & Sculpture Garden,Curator of Works on Paper,"MA, 1995"
Museum Director,,Mr. Timothy F. Rub,,,39.96557,-75.180966,Philadelphia Museum of Art,Director and Chief Executive,"MA, 1979"
Non-profit Arts Administration,,Ms. Dorothy R. Rudzki,,,,,The Museum at F.I.T.,Museum Cataloguer - Retired,"MA, 1986"
,,Ms. Rebecca A. Rushfield-Wittert,,,,,,Consultant,"Certificate in Conservation, 1980"
Education,,"Anna Devi Russakoff, PhD",,,48.859323,2.303893,The American University of Paris,Assistant Professor,"PhD, 2006"
Education,,Dr. Diane Russcol,,,,,Fieldston School,Teacher,"PhD, 1985"
Education,,"Edmund Campion Ryder, PhD",,,40.747648,-73.943616,Queens College CUNY,Adjunct Associate Professor,"PhD, 2007"
Education,,Professor Kathleen Marie Ryor,,,44.461333,-93.155606,Carleton College,Professor of Art History,"PhD, 1998"
Non-profit Arts Administration,,"Mr. Samuel Sachs, II",,,40.774335,-73.9611,Pollock-Krasner Foundation,President,"MA, 1963"
Non-Profit Arts Administration,,Ms. Michele F. Saliola,,,40.723508,-73.999361,Judd Foundation,Director Of Programs,"MA, 2003"
For-Profit Arts Professional,,Ms. Cristina Salmastrelli,,,,,Affordable Art Fair,Fair Director,"MA, 2007"
Education,,"Margaret Anne Samu, PhD",,,40.746624,-73.979204,Stern College for Women - Yeshiva University,Adjunct Assistant Professor,"PhD, 2010"
Education,,"Sofia Sanabrais, PhD",,,34.022352,-118.285117,University of Southern California,"Lecturer, Department of Art History","PhD, 2005"
Non-profit Arts Administration,,Ms. Karin Ann Sanders,,,,,Paul Ickovic Foundation,Collection Director,"MA, 2013"
Education,,Dr. Warren Sanderson,,,,,Concordia University,Professor Emeritus,"PhD, 1965"
Education,,Dr. Lucy Freeman Sandler,,,40.729513,-73.996461,New York University,"Professor of Art History, emerita","PHD, 1964"
Education,,Dr. Cynthia H. Sanford,,,40.726684,-74.071289,Saint Peter's College,"Adjunct Lecturer, History of Western Art","MA, 1980"
Education,,Dr. Cathy Santore,,,,,NYC College of Technology/CUNY,Associate Prof./Chairperson,"PhD, 1990"
Education,,Dr. Evanthia Saporiti,,,38.013583,23.821808,American College of Greece (Deree College),Professor of Art History,"PhD, 1990"
Other Occupations,,Ms. A.M.J. Sarabia,,,,,First City Capital Mgmt.,Chief Compliance Officer,"MA, 1988"
Conservation,,Ms. Shelley K. Sass,,,,,Sass Conservation Inc., ,"Certificate in Conservation, 1985"
For-profit Arts Professional,,Ms. Julie M. Saul,,,,,Julie Saul Gallery,Art Dealer,"MA, 1982"
Curatorial,,Ms. Holly Pinto Savinetti,,,,,Nassau County Musuem of Art,former Curator,"MA, 1976"
Education,,"Daniel Savoy, PhD",,,,,Manhattan College,Assistant Professor of Art History,"PhD, 2008"
Public Relations And Marketing,,Ms. Monica F. Schaffer,,,,,Gensler Architecture and Design,"Director, Global Public Relations","MA, 1998"
Curatorial,,Ms. Ingrid L. Schaffner,,,39.95409,-75.194872,Institute of Contemporary Art,Senior Curator,"MA, 1990"
Non-profit Arts Administration,,Ms. Lisa W. Schermerhorn,,,40.775051,-73.957557,The Samuel H. Kress Foundation,Deputy Director,"MA, 2013"
Education,,"Jeffrey Schrader, PhD",,,39.743501,-105.004231,"University of Colorado, Denver",Associate Professor of Art History,"PhD, 2003"
For-profit Arts Professional,,Ms. Nina Nathan Schroeder,,,,,Windhorse Designs,President,"MA, 1988"
Museum Director,,Dr. Sarah W. Schroth,,,35.999047,-78.929032,Nasher Museum of Art at Duke University,Director,"PhD, 1990"
Education,,Dr. Karl F. Schuler,,,32.077022,-81.09074,Savannah College of Art and Design,Professor,"PhD, 1995"
Non-profit Arts Administration,,Mr. Daniel Schulman,,,,,City of Chicago,"Program Director/Visual Art, Dept of Cultural Affairs ","MA, 1986"
For-profit Arts Professional,,Ms. Susan Willa Schulman,,,,, ,Art Dealer,"MA, 1985"
Education,,Dr. Anne Markham Schulz,,,,,Brown University,Visiting Scholar,"MA, 1962"
Education,,Dr. Patricia Schulze Hills,,,42.3505,-71.105399,Boston University,Professor Emerita,"PhD, 1973"
Education,,"Katherine A. Schwab, PhD",,,41.335419,-73.53271,Fairfield University,Professor of Art History,"PhD, 1990"
Other Occupations,,Ms. Elizabeth Jessie Schwartz,,,,,Elizabeth Schwartz LLC, ,"MA, 1999"
Education,,"Ellen C. Schwartz, PhD",,,42.250551,-83.62469,Eastern Michigan University,Professor of Art History,"XX '73, IFA (GSAS/Fine Arts)"
Non-profit Arts Administration,,Dr. Sheila Schwartz,,,,,Saul Steinberg Foundation,Executive Director,"PHD '75, IFA (GSAS/Fine Arts)"
Non-profit Arts Administration,,Mr. Paul M. Schwartzbaum,,,,,Solomon R. Guggenheim Foundation, ,"MA, 1972"
Conservation,,Ms. Sylvia C. Schweri-Dorsch,,,,,Chattel Architecture Planning & Preservation ,Preservation Consultant,"Certificate in Conservation, 2006"
,,Dr. Nancy J. Scott,,,,,Brandeis University,Chair & Associate Professor,"XX '72, IFA (GSAS/Fine Arts)"
,,Ms. Ann Seibert,,,,,National Archives,Deputy Director for Preservation,"Certificate in Conservation, 1987"
Education,,Ms. Sloan Seiden,,,61.191011,-149.816294,"University of Alaska, Anchorage",Adjunct Professor,"MA, 1988"
Curatorial,,Ms. Joanna Sheers Seidenstein,,,40.771277,-73.967134,The Frick Collection,Curatorial/Research Assistant ,"MA, 2009"
,,Mr. Andrew P. Seltzer,,,,,Christie's,Global Project Manager (Operations),"MA, 1999"
,,Dr. Harriet F. Senie,,,,,Professor of Art History,Director of Museum Studies,"PhD, 1981"
Education,,"Nuno C. Senos, PhD",,,38.733682,-9.160333,Universidade Nova de Llisboa,Associate Researcher,"PhD, 2006"
Education,,"Thomai Serdari, PhD",,,40.729513,-73.996461,New York University,Adjunct Professor ,"PhD, 2005"
,,Ms. Melissa Anne Shahbazian,,,,,CBS Interactive,Marketing Analyst,"MA, 2009"
,,Ms. Kimia Rose Shahi,,,,, Princeton University Department of Art and Archaeology,"PhD student,","MA, 2012"
Conservation,,Mr. J. William Shank,,,,,Conservation Resources Management,Conservator/Curator,"Certificate in Conservation, 1982"
Other Occupations,,"Andra Lynn Shapiro, Esq.",,,,,Nickelodeon - MTV Networks,General Counsel,"MA, 1987"
For-Profit Arts Professional,,Ms. A. Kate Sheerin,,,32.783018,-96.768606,Centraltrak,Director,"MA, 2002"
Education,,Mr. Scott A. Sheidlower,,,,,Library,Assistant Professor,"MA, 1981"
Education,,Dr. Andrew C. Shelton,,,,,Ohio State University,Professor ,"PhD, 1997"
Curatorial,,Ms. Frances Shen,,,40.683904,-73.980698,Brooklyn Academy of Music,Curator of Visual Arts,"MA, 2012"
Conservation,,Ms. Jennifer A. Sherman,,,-45.87876,170.502798,Dunedin Public Art Gallery, ,"Certificate in Conservation, 1997"
Education,,"Sylvia Miriam Shorto, PhD",,,33.897719,35.485895,American University of Beirut,Assistant Professor,"PA '95, IFA (GSAS/Curatorial Studies); MA '95, IFA (GSAS/History of Art and Archaeology); PHD '03, IFA (GSAS/History of Art and Archaeology)"
Conservation,,Ms. Suzanne Siano,,,,,Private Practice,Paintings Conservator,"Certificate in Conservation, 1996"
"Editors, Writers or Publishers",,Dr. Sandra Sider,,,,, ,"Artist, Writer, Curator, Teacher","MA, 2004"
,,Ms. Jessica V. Sigalow,,,,,Rockefeller University,"Assistant Director, Parents & Science Initiative","MA, 2007"
Education,,"Hannah Lubman Sigur, PhD",,,37.721897,-122.478209,San Francisco State University,Lecturer,"PhD, 2013"
For-profit Arts Professional,,Mr. Eric J. Silver,,,,,Lillian Nassau Llc,Director,"MA, 1972"
Non-profit Arts Administration,,"Suzanna B. Simor, PhD",,,44.225351,-76.49629,Queens College Art Center,"Associate Professor/Head, Art Library","PhD, 1996"
"Editors, Writers or Publishers",,Dr. Eleanor G. Sims,,,,, ,"Editor, Islamic Art","MA, 1967"
Curatorial,,Dr. Caron Smith,,,32.787909,-96.799623,Crow Collection of Asian Art,Curator,"PhD, 1990"
Education,,"Christine A. Smith, PhD",,,42.375855,-71.113806,Harvard Graduate School of Design,Robert C. and Marian K. Weinberg Professor of Architectural History g ,"PhD, 1975"
Education,,Dr. Elizabeth B. Smith,,,40.798213,-77.859908,Pennsylvania State University,Associate Professor of Art History,"MA, 1972"
Conservation,,Ms. Jessica Corwin Smith,,,26.324898,-80.999091,Ah-Tah-Thi-Ki Museum,Conservator,"Certificate in Conservation, 2006"
Education,,Katherine Anne Smith,,,33.769223,-84.294554,Agnes Scott College,"Associate Professor of Art History, Department of Art and Art History ","PhD, 2006"
Non-profit Arts Administration,,Ms. Natalie Sarah Smith,,,41.592206,-95.060312,Danish Immigrant Museum,Inventory Assistant,"MA, 2012"
Education,,Dr. Sharon Dunlap Smith,,,,,William Paterson University,Associate Professor Emeritus,"MA, 1963"
Education,,Ann Johnson,,,40.790449,-73.971322,Trinity School,History Teacher,"MA, 1990"
Non-profit Arts Administration,,Ms. Jill Snyder,,,41.508915,-81.604643,Museum of Contemporary Art Cleveland,Executive Director,"MA , 1992"
Conservation,,Reba Snyder,,,40.749375,-73.981354,The Morgan Library & Museum,"Paper Conservator, Thaw Conservation Center","Certificate in Conservation, 1986"
Education,,Dr. Ira M. Sohn,,,40.86152,-74.198552,Montclair State University,Professor of Economics and Finance,"XX '72, IFA (GSAS/Fine Arts)"
Education,,Dr. David M. Sokol,,,,,Department of Art History,Professor Emeritus,"MA '66, IFA (GSAS/Fine Arts)"
Education,,"Gail E. Solberg, PhD",,,41.931675,-87.640898,Associated Colleges of the Midwest,Adjunct Lecturer,"PhD, 2001"
For-profit Arts Professional,,Ms. Hannah F. Solomon,,,,,Christie's Inc.,"Junior Specialist, Antiquities","MA, 2009"
Education,,Dr. Lauren Soth,,,44.461333,-93.155606,Carleton College,Professor Emeritus,"PhD, 1970"
Education,,Priscilla Soucek,,,40.776338,-73.964047,Institute of Fine Arts,John Langeloth Loeb Professor in the History of Art,"XX '71, IFA (GSAS/Fine Arts)"
Education,,"Suzanne Spain, PhD",,,40.023024,-75.315177,Bryn Mawr,Senior Associate Provost and Lecturer in History of Art,"PhD, 1968"
Non-profit Arts Administration,,Ms. Helen Elizabeth Spande,,,43.797832,11.262313,Villa La Pietra, Collection Office,"Certificate in Conservation, 2003"
Non-profit Arts Administration,,Ms. Elizabeth Sharpless Spier,,,40.723034,-73.999174,City Arts Inc., ,"MA, 2010"
"EDITORS, WRITERS OR PUBLISHERS",,Ms. Tiffany H. Sprague,,,,,Publications and Editorial Services,Associate Director ,"MA, 2001"
Other Occupations,,"Paul Stanwick, PhD",,,,,Standard and Poor's Ratings Information Service,"Vice President, Editorial","PhD, 1999"
Education,,Dr. Richard Stapleford,,,40.768,-73.964317,Hunter College CUNY,Art History Professor,"PhD, 1974"
Curatorial,,Dr. Gail B. Stavitsky,,,40.818578,-74.224254,Montclair Art Museum,Chief Curator,"PhD, 1990"
Non-profit Arts Administration,,Danielle J. Steinmann,,,42.430554,-73.339774,Hancock Shaker Village,Associate Director of Education,"MA, 1997"
Non-profit Arts Administration,,Rachel Arlene Stekson,,,40.671206,-73.963631,Brooklyn Museum,Membership Services Coordinator ,"MA, 2013"
Museum Director,,Mr. James C. Steward,,,40.347069,-74.657646,Princeton University Art Museum,Director,"MA, 1990"
Education,,Phillip Stinson,phillip_stinson.png,,38.955601,-95.28146,Kansas University,"Assistant Professor, Dept. of Classics","PhD, 2007"
Other Occupations,,Ms. Danica Michelle Stitz,,,,,Winebow Inc.,Wine Education,"MA, 2003"
Education,,Karen Stock,,,34.93974,-81.031205,"Winthrop University, College of Visual and Performing Arts",Associate Professor of Fine Arts ,"PhD, 2006"
Non-profit Arts Administration,,Ms. Doreen N. Stoller,,,,,Hermann Park Conservacy,Executive Director,"MA, 1986"
Education,,Dr. Joyce Hill Stoner,,,,,University of Delaware,Professor/Director Art Conservation,"MA, 1970, Certificate in Conservation, 1973"
Education,,Dr. Virginia Stotz,,,40.680378,-74.234319,Kean University,Professor Emerita,"PhD, 1995"
,,Ms. Martha Stotzky,,,,, ,Reiki Practitioner,"MA, 1991"
Conservation,,Harriet Stratis,,,41.879584,-87.623713,The Art Institute of Chicago,Conservator of Prints and Drawings,"Certificate in Conservation, 1989"
,,Dr. Suzanne Stratton-Pruitt,,,,, ,Independent Art Historian,"PhD, 1983"
,,"Dora Straus, Esq.",,,,,Curtis Mallet Prevost,Associate,"MA, 1995"
Education,,Mrs. Marlene Barasch Strauss,,,,, ,Lecturer,"MA, 1976"
Education,,"Cecil Leopold Striker, PhD",,,,,University of Pennsylvania,"Professor Emeritus, Dept of the History of Art","PhD, 1968"
Non-profit Arts Administration,,Ms. Laura Suarez-Galban,,,,,Canning House,Head of Culture and Education,"MA, 1999"
Curatorial,,"Adrian Vaile Sudhalter, PhD",,,40.761433,-73.977622,Museum of Modern Art,Curatorial Assistant,"PhD, 2005"
Curatorial,,Jennifer Sudul Edwards,jennifer_sudul_edwards.png,,35.224482,-80.847328, Bechtler Museum of Modern Art, Curator,"PhD, 2014"
Education,,Dr. Edward J. Sullivan,,,40.776338,-73.964047,Institute of Fine Arts,Helen Gould Sheppard Professor,PhD 1972
Non-profit Arts Administration,,Ms. Mary L. Sullivan,,,,,Virginia Museum of Fine Arts,Associate Registrar,"XX '85, IFA (GSAS/Fine Arts)"
Curatorial,, Anna Swinbourne,,,40.761433,-73.977622,Museum of Modern Art,Assistant Curator,"PhD, 2015"
Education,,"Mr. James W. Sykes, Jr.",,,,,The Brearley School,Teacher,"MA, 1990"
Public Relations And Marketing,,Ms. Sarah Campbell Szabo,,,,,Center for Wooden Boats,Development Assistant,"MA, 2012"
Curatorial,,Mrs. Pamela Steele Tabbaa,,,42.278044,-83.738224,University of Michigan,"Assistant Curator, Visual Arts Collection","XX '77, IFA (GSAS/Fine Arts)"
Education,,Dr. Yasser Tabbaa,,,41.292312,-82.216473,Oberlin College,Visiting Associate Professor,"PhD, 1982"
Education,,Dr. Carol F. Tabler,,,40.81775,-73.588928,Long Island Univesity,Adjunct Professor of Art,"PhD, 1995"
,,"June H. Taboroff-Hankey, PhD",,,,,The Old Laboratories No. 4,Senior Cultural Resource Specialist,"PhD, 1981"
Non-profit Arts Administration,,Dr. Munir Y. Taha,,,25.29161,51.530437,Qatar Museums Authority,Senior Archaeology Expert,"MA, 1969"
,,Ms. Judith B. Tankard,,,,, ,Independent Scholar,"MA, 1967"
Non-profit Arts Administration,,Lisa Tannenbaum,,,40.771277,-73.967134,The Frick Collection,"Research Assistant, Scher Medals Collection","MA, 2009"
Education,,"Marie C. Tanner, PhD",,,,, ,Independent Scholar,"PhD, 1976"
Museum Director,,Ms. Susan M. Taylor,,,29.986528,-90.093532,New Orleans Museum of Art,Director and CEO,"MA, 1986"
Non-profit Arts Administration,,Ms. Sarah P. Thein-Weber,,,40.771277,-73.967134,The Frick Collection,Executive assistant to the director,"MA, 2009"
Education,,Dr. Thelma K. Thomas,,,40.776338,-73.964047,Institute of Fine Arts,Associate Professor,"PhD, 1990"
For-profit Arts Professional,,"Lydia duPont Thompson, PhD",,,32.83987,-117.271964,Thompson & Martinez,Principal,"PhD, 1998"
For-profit Arts Professional,,Cristin Tierney,,,40.751448,-74.003851,Cristin Tierney Gallery , Owner,"MA, 2003"
Museum Director,,Mr. Richard P. Townsend,,,,,Museum of Biblical Art,Director,"MA, 1989"
Education,,Professor Marvin L. Trachtenberg,,,40.776338,-73.964047,Institute of Fine Arts,Kitzmiller Professor of Art History,PhD 1963
Curatorial,,Dr. Joan Troccoli,,,39.737188,-104.989345,Denver Art Museum,Senior Scholar,"MA, 1977"
Other Occupations,,Ms. Margaret Kelly Trombly,,,,,"The Forbes Collection, Forbes Inc.",Vice President,"MA, 1974"
Education,,"Mark Todd Trowbridge, PhD",,,38.905536,-77.128188,Marymount University,Associate Professor,"PhD, 2000"
Conservation,,Ms. Deborah Lee Trupin,,,43.299428,-74.217933,"NY State Office of Parks, Recreation & Historic Preservation",Textile Conservator,"Certificate in Conservation, 1982"
"Editors, Writers Or Publishers",,Ms. Phyllis R. Tuchman,,,40.712784,-74.005941,"Town & Country, Art in America, artnet.com","Art Editors, Writers Or Publishers/Journalist","MA, 1973"
Education,,"Rebecca Joslyn Tucker, PhD",,,38.84843,-104.822875,Colorado College,Associate Professor,"PhD, 2002"
For-profit Arts Professional,,Fatima Z. Turkkan,,,47.369958,8.552548,Christie's Zurich,"Consultant, Pre-Columbian Art Dept.",
Education,,"Richard H. Turnbull, PhD",,,40.746901,-73.994081,Fashion Institute of Technology,"Department Chair & Assistant Professor, Department of the History of Art","MA, 1989"
Education,,Dr. Jaimee E. Uhlenbrock,,,,,State University of New York at New Paltz,Professor Emerita,"MA, 1966"
Curatorial,,Ms. Leyla Ipek Ulusoy,,,41.095065,29.053379,Borusan Contemporary,Curatorial Associate,"MA, 2010"
Curatorial,,Dr. Anne W. Umland,,,40.761433,-73.977622,Museum of Modern Art ,The Blanchette Hooker Rockefeller Curator of Painting and Sculpture,"PhD, 1997"
"Editors, Writers or Publishers",,"Allison L. Unruh, PhD",,,,,Robert Indiana Catalogue Raisonne,Director,"PHD, 2008"
"Editors, Writers or Publishers",,"Gertje R. Utley, PhD",,,,,Based in New York City,Independent Scholar,"PhD, 1997"
Education,,"Julie A. Van Voorhis, PhD",,,39.169136,-86.514905,Indiana University,Associate Professor,"PhD, 1999"
Education,,Ms. Pippa Vanderstar,,,39.945969,-75.165072,University of the Arts,Master Lecturer,"MA, 1991"
Museum Director,,Dr. Eleni Vassilika,,,45.06843,7.684304,Museo Egizio di Torino,Director,"PhD, 1989"
Education,,Dr. Marjorie S. Venit,,,38.986918,-76.942554,University of Maryland,Professor,"MA, 1976"
Non-profit Arts Administration,,Ms. Leslie A. Verfaillie,,,32.882999,-117.23379,UC San Diego Bookstore,Course Materials Buyer,"MA, 2002"
Curatorial,,"W. Alexander Vergara, PhD",,,40.413782,-3.692127,Museo Nacional del Prado,Senior Curator of Flemish & Northern European Paintings,"PhD, 1994"
Curatorial,,"Marina Vidas, PhD",,,55.673399,12.582659,The Royal Library,Senior Researcher,"PhD, 1997"
Education,,Mr. Marc P. Vincent,,,41.373509,-81.848391,Baldwin-Wallace College,Professor of Art History,"MA, 1984"
Education,,Ms. Mary Jo O'Connor Viola,,,40.858075,-73.912926,Bronx Community College,"Associate Professor, Art History","MA, 2008"
Non-profit Arts Administration,,Ms. Patricia Virasin,,,32.748612,-97.365136,Kimball Art Museum,Assistant Registrar,"MA, 2008"
Education,,"Deborah A Vischak, PhD",,,40.343989,-74.651448,Princeton University,Lecturer,"PhD, 2006"
For-profit Arts Professional,,Dr. Susan Mullin Vogel,,,,,Based in New York City,Director/Independent Film Maker,"XX '71, IFA (GSAS/Fine Arts)"
Public Relations and Marketing,,Ms. Paula J. Volent,,,43.906732,-69.963793,Bowdoin College,"SVP, Investments","Certificate in Conservation, 1988"
For-profit Arts Professional,,Ms. Dela Von Boeselager,,,50.940315,6.958394,Dombauverwaltung, ,"MA, 1969"
Other Occupations,,Mr. Alfred Vondermuhll,,,,,"Vondermuhll International Mail, Inc.",Owner and President,"MA, 1982"
Education,,Dr. Patricia A. Waddy,,,43.039153,-76.135116,Syracuse University,Distinguished Professor,"PhD, 1973"
Museum Director,,Mrs. Karen Graham Wade,,,34.019296,-117.964682,The Homestead Museum ,Director,
Curatorial,,"Adriaan Eise Waiboer, PhD",,,53.340888,-6.252387,National Gallery of Ireland,Curator of Northern European Art,"PhD, 2007"
Education,,Dr. Louis Waldman,,,30.284918,-97.734057,The University of Texas at Austin," Associate Professor, Art History: Italian Renaissance and Baroque Art","PhD, 1999"
Non-profit Arts Administration,,"Stefanie Walker, PhD",,,38.884041,-77.020935,National Endowment for the Humanities,Senior Program Officer,"PhD, 1994"
Education,,Dr. Elizabeth J. Walters,,,40.798213,-77.859908,The Pennsylvania Stat University,Associate Professor,"MA, 1974"
Education,,Professor Guy E. Walton,,,40.729513,-73.996461,New York University,Professor Emeritus,"MA, 1962"
Conservation,,Mr. Marc Sebastian Walton,,,34.078808,-118.475026,Getty Conservation Institute ,Scientist,"Certificate in Conservation, 2005"
For-profit Arts Professional,,Dr. Michael L. Ward,,,,,Ward & Company Works of Art, ,"PhD, 1978"
Museum Director,,Ian Wardropper,Wardropper.png,,40.771277,-73.967134,The Frick Collection,Director,"MA, 1976"
Education,,"Jack Wasserman, PhD",,,39.982094,-75.154679,Temple University,Professor Emeritus of Art History (Retired),"PhD, 1961"
Education,,Ms. Shara Wasserman,,,41.914491,12.472076,"Temple Unversity, Rome Campus",Art History Faculty/ Direction of Exhibitions,"MA, 1985"
"Editors, Writers Or Publishers",,Dr. Richard J. Wattenmaker,,,,, ,Independent Scholar,"MA, 1965"
"Editors, Writers Or Publishers",,"Lori Barbara Waxman, PhD",,,41.890401,-87.623585,"Chicago Tribune, Artforum","Freelance Art Editors, Writers Or Publishers/Art History Instructor","PhD, 2010"
Curatorial,,Mr. Christopher Lee Wayner,,,38.888786,-77.026023,Smithsonian Institution,Exhibitions Specialist,"MA, 2008"
Conservation,,Mr. Gawain Mead Weaver,,,,,Gawain Weaver,Conservator,"Certificate in Conservation, 2005"
Other Occupations,,Ms. Jane H. Weber,,,,,Bridgewater Advisors Inc.,Senior Associate,"Certificate in Conservation, 1989"
Education,,Ms. Phoebe Dent Weil,,,42.318096,-72.637234,Smith College,"Lecturer, Part Time","MA, 1966"
Education,,Ms. Ashley Thomas Weinard,,,35.810435,-78.702139,North Carolina Museum of Art,Educator,"MA, 1999"
Non-profit Arts Administration,,Mr. Chad Alan Weinard,,,36.810435,-77.702139,North Carolina Museum of Art,New Media Manager,"MA, 1999"
,,"Andrew Weinstein, PhD",,,,,Department of the History of Art,Assistant Professor,"PhD, 2006"
Curatorial,,"Jeffrey Weiss, PhD",,,40.78298,-73.958971,Solomon R. Guggenheim Museum,Senior Curator,"PhD, 1991"
