Author,Title,Degree,Year,Advisor,Advisor2,Category
"TUFTS, Eleanor M.",A Stylistic Study of the Painting of Luis Melendez,Ph.D.,1971,"López-Rey, José",,Native American
"BOE, Roy Asbjörn",Edvard Munch: His Life and Work from 1880-1920,Ph.D.,1970,"Janson, H.W.",,Nineteenth-Century Art
"CALLMANN, Ellen",Apollonio di Giovanni,Ph.D.,1970,,,Oceanic/Australian Art
"DI FEDERICO, Frank R.","Studies in the Art of Francesco Trevisani: A Contribution to the History of Roman Painting, 1675-1750",Ph.D.,1970,"Posner, Donald",,Outsider/Folk Art
"JOHNSON, Eugene J.",S. Andrea in Mantua,Ph.D.,1970,"Krautheimer, Richard",,Performance Studies
"MATHEWS, Thomas Francis",The Early Churches of Constantinople: Architecture and Liturgy,Ph.D.,1970,"Krautheimer, Richard",,Pre-Columbian Art
"SCULL, Penelope Mason",A Reconstruction of the Hogen Heiji Monogatari Emaki,Ph.D.,1970,"Soper, Alexander",,African Art (sub-Saharan)
"SOTH, Lauren",The Mature Correggio: Studies in the Iconography and Chronology of the Later Paintings,Ph.D.,1970,"Panofsky, Erwin","Smyth, Craig Hugh",Architectural History/Historic Preservation
"STEVENSON, Thomas B.",The Miniatures of the Vatican Virgil,Ph.D.,1970,"Buchthal, Hugo",,Art of the Middle East/North Africa
"STODDARD, Brooks W.",The Sculpture from the Abbey St.-Pierre at Airvault (Deux-Sevres),Ph.D.,1970,"Bober, Harry",,Art of the United States
"CARR, Eleanor M.",The New Deal and the Sculptor,Ph.D.,1969,"Goldwater, Robert",,Chinese Art
"DYNES, Wayne Robert","The Illumination of the Stavelot Bible (British Museum, Add. Mss. 28106-28107)",Ph.D.,1969,"Bober, Harry",,Contemporary Art
"OLIVER-SMITH, Philip",Architectural Elements on Greek Vases Before 400 B.C,Ph.D.,1969,"von Blanckenhagen, Peter",,Critical Theory/Gender Studies/Visual Studies
"FINKELSTEIN, Irving, L.",The Life and Art of Josef Albers,Ph.D.,1968,"Goldwater, Robert",,Decorative Arts/Textiles/Design History
"FRANCISCONO, Marcel",The Founding of the Bauhaus in Weimar: Its Artistic Background and First Conception,Ph.D.,1968,"Goldwater, Robert",,Digital Media/Animation
"HYMAN, Isabelle","Fifteenth-century Florentine Studies: The Palazzo Medici, and a Ledger for the Church of San Lorenzo",Ph.D.,1968,"Krautheimer, Richard",,Drawings/Prints/Works on Paper
"LICHT, Marjorie E.",A Festaiuolo Pattern Book in the Sir John Soane Museum,Ph.D.,1968,"Krautheimer, Richard",,Early Christian/Byzantine Art
"MARKHAM, Anne",The Sculpture of Bernardo Rossellino and his Workshop,Ph.D.,1968,"Janson, H.W.",,Pre-Columbian Art
"SMITH, Molly Teasdale","The ''Ciborium'' in Christian Architecture at Rome, 300-600 A.D",Ph.D.,1968,"Krautheimer, Richard",,Native American
"SPAIN, Suzanne",The Program of the Fifth-century Mosaics of Santa Maria Maggiore,Ph.D.,1968,"Buchthal, Hugo",,Nineteenth-Century Art
"STRIKER, Cecil Leopold",The Myrelaion (Bodrum Camii) in Istanbul,Ph.D.,1968,"Krautheimer, Richard",,Oceanic/Australian Art
"WOLF, Peter M.","Eugène Hénard and City Planning of Paris, 1900-1914",Ph.D.,1968,"Pommer, Richard",,Outsider/Folk Art
"ALEXANDER, Shirley M.",Problems of metal usage in some late antique and early Christian manuscripts,Ph.D.,1968,"Bober, Harry",,Japanese/Korean Art
"BROWN, Blanche R.",Ptolemaic Paintings and Mosaics and the Alexandrian Style,Ph.D.,1967,none,,Latin American/Caribbean Art
"CAHN, Walter",The Souvigny Bible: A Study in Romanesque Manuscript Illumination,Ph.D.,1967,"Bober, Harry",,Native American
"COCK, Elizabeth Marie",The Influence of Photography on American Landscape Painting 1839-1880,Ph.D.,1967,"Janson, H.W.",,Nineteenth-Century Art
"JORDAN, William Bryan",Juan van der Hamen y León,Ph.D.,1967,"López-Rey, José",,Oceanic/Australian Art
"MAYO, Penelope Cromwell",Amor Spiritualis et Carnalis: Aspects of Ganymede in Art,Ph.D.,1967,"Panofsky, Erwin",,Outsider/Folk Art
"SIHARE, Laxmi Prasad","Oriental Influences on Wassily Kandinsky and Piet Mondrian, 1909-1917",Ph.D.,1967,"Goldwater, Robert",,Performance Studies
"TRACHTENBERG, Marvin L.",The Campanile of Florence Cathedral,Ph.D.,1967,"Krautheimer, Richard",,Pre-Columbian Art
"WALTON, Guy E.",The Sculptures of Pierre Puget,Ph.D.,1967,"Friedländer, Walter","Sterling, Charles",Prehistoric Art
"WERNER, Martin Stanley",The ''Majestas Domini'' and the Eastern Penetration of Hiberno-Saxon Art; a Study of Iconographic Sources,Ph.D.,1967,"Bober, Harry",,Renaissance/Baroque Art
"EHRESMANN, Donald Louis","Middle Rhenish Sculpture, 1380-1440",Ph.D.,1966,"Schönberger, Guido",,South/Southeast Asian Art
"KAHR, Madlyn Millner",The Book of Esther in Seventeenth-century Dutch Art,Ph.D.,1966,"Eisler, Colin T.",,Twentieth-Century Art
"MILLER, Naomi",French Renaissance Fountains,Ph.D.,1966,"Eisler, Colin T.",,World Art
"MIROLLI, Ruth Ann",The Early Work of Rodin and its Background,Ph.D.,1966,"Janson, H.W.",,World Art
"OSTROW, Stephen Edward",Agostino Carracci,Ph.D.,1966,"Smyth, Craig Hugh",,World Art
"RAGUSA, Isa",A Gothic Psalter in Princeton: Garrett MS. 35,Ph.D.,1966,"Bober, Harry",,World Art
"SIEGFRIED, Joan Crowell",The Formation of the Impressionist Style of Painting: Its Pictorial Themes and Manner of Composition from c. 1860-1870,Ph.D.,1966,"López-Rey, José",,World Art
"ALEXANDER, Margaret Ames",Early Christian Tomb Mosaics of North Africa,Ph.D.,1965,"Krautheimer, Richard",,World Art
"DENNY, Don William","The Annunciation from the Right, from Early Christian Times to the Sixteenth Century",Ph.D.,1965,"Sterling, Charles",,World Art
"KRINSKY, Carol Herselle",Cesare Cessariano and the Como Vitruvius Edition of 1521,Ph.D.,1965,"Krautheimer, Richard",,Native American
"McKENZIE, Allan Dean",The Virgin Mary as the Throne of Solomon in Medieval Art,Ph.D.,1965,"Schönberger, Guido",,Nineteenth-Century Art
"SANDERSON, Warren",The Early Medieval Crypts of St. Martin at Trier,Ph.D.,1965,"Krautheimer, Richard",,Oceanic/Australian Art
"FRAZER, Alfred Knox",Four Late Antique Rotundas: Aspects of Fourth-century Architectural Style in Rome,Ph.D.,1964,"von Blanckenhagen, Peter",,Outsider/Folk Art
"LASKIN, Myron",The Early Work of Coreggio,Ph.D.,1964,"Smyth, Craig Hugh",,Performance Studies
"SANDLER, Lucy Freeman",The Psalter of Robert de Lisle,Ph.D.,1964,"Bober, Harry",,Pre-Columbian Art
"WEBER, George W., Jr.",The Ornaments of Late Chou Bronzes: A Method of Analysis,Ph.D.,1964,"Soper, Alexander",,Native American
"WEBER, Charles Dunkhorst",Chinese Pictorial Bronze Vessels of the Late Chou Period,Ph.D.,1964,"Soper, Alexander",,Nineteenth-Century Art
"WIEBENSON, Dora Louise",Stuart and Revett's Antiquities of Athens: The Influence of Archaeological Publications on the Neoclassical Concept of Hellenism,Ph.D.,1964,"Krautheimer, Richard",,Oceanic/Australian Art
"CHENEY, Iris Hofmeister",Francesco Salviati (1510-1563),Ph.D.,1963,"Smyth, Craig Hugh",,Outsider/Folk Art
"FERBER, Stanley Harold",Crucifixion Iconography in Carolingian Ivory Carvings of the Liuthard and Metz Groups,Ph.D.,1963,"Bober, Harry",,Performance Studies
"GAEHDE, Joachim E.",The Painters of the Carolingian Bible Manuscript of San Paolo fuori le Mura in Rome,Ph.D.,1963,"Krautheimer, Richard",,Pre-Columbian Art
"LANDY, Jacob",The Architecture of Minard Lafever in Relation to the New York Scene from 1825 to 1855,Ph.D.,1963,"Krautheimer, Richard",,Native American
"MULLER, Priscilla E.",The Drawings of Antonio del Castillo y Saavedra,Ph.D.,1963,"López-Rey, José",,Nineteenth-Century Art
"NOCHLIN, Linda",The Development and Nature of Realism in the Work of Gustave Courbet: A Study of the Style and its Social and Artistic Background,Ph.D.,1963,"Goldwater, Robert",,Oceanic/Australian Art
"POLZER, Joseph",Circus Pavements,Ph.D.,1963,"von Blanckenhagen, Peter",,World Art
"GURDUS, Luba Krugman",The Self-Portrait in French Painting from Neo-Classicism to Realism,Ph.D.,1962,"Janson, H.W.",,World Art
"POSNER, Donald",The Roman Style of Annibale Carracci and his School,Ph.D.,1962,"Friedländer, Walter",,World Art
"NYBERG, Dorothea F.","Michel de fremin, 'memoires critiques d'architecture.' a clue to the architectural taste of eighteenth century france",Ph.D.,1962,"Krautheimer, Richard",,Native American
"ALEXANDER, Robert Lester",The Art and Architecture of Maximilian Godefroy,Ph.D.,1961,"Hitchcock, Henry Russell",,Nineteenth-Century Art
"BROADLEY, Hugh Taylor",The Mature Style of Quentin Massys,Ph.D.,1961,"Weinberger, Martin",,Oceanic/Australian Art
"HASKINS, John Franklin",The Fifth Pazyrik Kurgan and the ''Animal Style'',Ph.D.,1961,"Soper, Alexander",,Outsider/Folk Art
"WASSERMAN, Jack",Studies on Ottaviano Mascarino,Ph.D.,1961,"Krautheimer, Richard",,Performance Studies
"BERENDSEN, Olga",The italian sixteenth and seventeenth century catafalques,Ph.D.,1961,"Krautheimer, Richard",,Pre-Columbian Art
"NEUERBURG, Norman",The Architecture of Fountains and Nymphaea in Ancient Italy,Ph.D.,1960,"Lehmann, Karl",,Native American
"SAALMAN, Howard",The Church of Santa Trinita in Florence,Ph.D.,1960,"Krautheimer, Richard",,Nineteenth-Century Art
"SCAGLIA, Gustina Elizabeth",Studies in the ''Zibaldone'' of Buonaccorso Ghiberti,Ph.D.,1960,"Krautheimer, Richard","Smyth, Craig Hugh",Oceanic/Australian Art
"THOMPSON, Mary Lee",Programmatic Painting in Pompeii: The Meaningful Combination of Mythological Pictures in Room Decoration,Ph.D.,1960,"Lehmann, Karl",,Outsider/Folk Art
"STEINBERG, Leo","San carlo alle quattro fontane, a study in multiple form and architectural symbolism",Ph.D.,1960,"Krautheimer, Richard",,Performance Studies
"KIM, Won-Yong",Studies on Silla Pottery,Ph.D.,1959,"Salmony, Alfred",,Pre-Columbian Art
"SHAPIRO, Maurice L.",Studies in the Iconology of the Sculptures in the Tempio Malatestiano,Ph.D.,1959,"Smyth, Craig Hugh",,Native American
"SMITH, Webster",Studies on Buondelmonti's Villas,Ph.D.,1959,"Krautheimer, Richard",,Nineteenth-Century Art
"COVI, Dario Allesandro",The Inscription in Fifteenth-century Florentine Painting,Ph.D.,1958,"Offner, Richard",,Oceanic/Australian Art
"CRELLY, William Richard",The Painting of Simon Vouet and its Relationship to the Art of Italy,Ph.D.,1958,"Friedländer, Walter",,Outsider/Folk Art
"KRAMER, Ellen W.","The Domestic Architecture of Detlef Lienau, a Conservative Victorian",Ph.D.,1958,"Krautheimer, Richard",,Performance Studies
"STUBBLEBINE, James",An Altarpiece by Guido da Siena and his Narrative Style,Ph.D.,1958,"Offner, Richard",,Pre-Columbian Art
"WOHL, Hellmut",Domenico Veneziano Studies,Ph.D.,1958,"Smyth, Craig Hugh",,World Art
"BLOCH, E. Maurice",Bingham: The Artist and his Times,Ph.D.,1957,"Bober, Harry",,World Art
"OLPP, William Henry",The Church Architecture of Roussillon During the Romanesque Period,Ph.D.,1957,"Krautheimer, Richard",,World Art
"ROSENBLUM, Robert",The International Style of 1800: a Study in Linear Abstraction,Ph.D.,1956,"Friedländer, Walter",,Native American
"GILBERT, Creighton",The Works of Girolamo Savoldo,Ph.D.,1955,"Smyth, Craig Hugh",,Nineteenth-Century Art
"KIDDER, Jonathan Edward",The Jomon Pottery of Japan,Ph.D.,1955,"Salmony, Alfred",,Contemporary Art
"DE ZURKO, Edward Robert",Functionalist Trends in Writings Pertaining to Architecture with Special Emphasis on the Period ca. 1700-1850,Ph.D.,1954,"Krautheimer, Richard",,Critical Theory/Gender Studies/Visual Studies
"LORD, Eileen Angelin",The Carmona Dynasty,Ph.D.,1954,"López-Rey, José",,Decorative Arts/Textiles/Design History
"KARL, Adolph Joseph",The New York Realists,Ph.D.,1953,"Brown, Milton",,Digital Media/Animation
"ROSENTHAL, Earl Edgar",The Cathedral of Granada; a Study in the Spanish Renaissance,Ph.D.,1953,"Cook, Walter W.S.",,Drawings/Prints/Works on Paper
"SHELLEY, Donald Allison",The Pennsylvania German Style of Illumination,Ph.D.,1953,"Smyth, Craig Hugh",,Early Christian/Byzantine Art
"ACKERMAN, James Sloss",The Cortile del Belvedere (1503-1585),Ph.D.,1952,"Smyth, Craig Hugh",,Early Medieval/Romanesque/Gothic Art
"CUTTLER, Charles David","The Temptations of Anthony in Art, From Earliest Times to the First Quarter of the XVI Century",Ph.D.,1952,"Schönberger, Guido","Weinberger, Martin",Egyptian/Ancient Near Eastern Art
"CHAPMAN, Edmund Haupt","Early Cleveland, the Development of a City. A Study of Urban Development and Disintegration in the First Three Quarters of the Nineteenth Century",Ph.D.,1951,"Tselos, Dimitri",,Eighteenth-Century Art
"COSTELLO, Jane",Nicolas Poussin and the Genesis of French Classicism,Ph.D.,1951,"Friedländer, Walter",,Film/Video
"KNOWLTON, John Howard Barnes",The Graphic Art of Gustave Doré,Ph.D.,1951,"Friedländer, Walter",,Greek/Roman Art
"NIEDERER, Frances Johanna",The Roman Diaconiae: a Study of the Use of Ancient Buildings by the Christian Church Prior to 806 A.D,Ph.D.,1951,"Krautheimer, Richard",,Japanese/Korean Art
"BROKAW, Clotilda Acheson",The Development of the Protoattic Style,Ph.D.,1950,"Lehmann, Karl",,Latin American/Caribbean Art
"HARTT, Frederick",Giulio Romano and the Palazzo del Te,Ph.D.,1950,"Friedländer, Walter","Panofsky, Erwin",Native American
"BOBER, Harry",The Illustrations in the Printed Books of Hours: Iconographic and Stylistic Problems,Ph.D.,1949,"Cook, Walter W.S.",,World Art
"BROWN, Milton Wolf",American Painting (1913-1939): From the Armory Show to the Depression,Ph.D.,1948,"Tselos, Dimitri",,World Art
"COOR, Gertrude Marianne",Coppo di Marcovaldo: His Art in Relation to his Time,Ph.D.,1948,"Offner, Richard",,World Art
"BOBER, Phyllis Barbara",Studies in Roman Provincial Sculpture,Ph.D.,1946,"Lehmann, Karl",,Native American
"GODWIN, Frances Gray",The Illustrations to the Book of Judith in the Middle Ages,Ph.D.,1945,"Cook, Walter W.S.",,Nineteenth-Century Art
"LEHMANN, Phyllis Lourene",A Numismatic Approach to the Sculpture of Southern Italy and Sicily in the Classical Period,Ph.D.,1943,"Lehmann-Hartleben, Karl",,Oceanic/Australian Art
"TRELL, Bluma L.","Architectura Numismatica Part II, Temples in Asia Minor",Ph.D.,1942,"Lehmann-Hartleben, Karl",,Outsider/Folk Art
"BROWN, Donald Frederic",Architectura Numismatica. Part One: The Temples of Rome,Ph.D.,1941,"Lehmann-Hartleben, Karl",,Performance Studies
"GOLDWATER, Robert John",Primitivism in Modern Painting,Ph.D.,1937,"Offner, Richard",,Twentieth-Century Art
"SONDHEIMER, J. Parker","Hispano-Moresque Ivory Carving of the Tenth and Eleventh Centuries A.D. from Cordova, Medina ez-Zahara and Cuenca",Ph.D.,1934,"Cook, Walter W.S.",,World Art
"MEISS, Millard",The Problem of Francesco Traini,Ph.D.,1933,"Offner, Richard",,World Art
"MYERS, Bernard",St. George and the Dragon,Ph.D.,1933,"McMahon, A. Philip","Cook, Walter W.S.",World Art
