Author,Title,Degree,Year,Advisor,Advisor2,Category,Category2,,IFA categories (just for reference)
"NACHMANI, Cynthia Wolk","Enrapt in a Cloud of Darkness...: Joseph Michael Gandy, Architecture and the Romantic Imagination",Ph.D.,1984,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"MARRINAN, Michael","Painting Politics for Louis-Philippe: Issues and Instruments of Propaganda in French Official Art, 1830-1840",Ph.D.,1983,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"MATILSKY, Barbara C.",Sublime Landscape Painting in Nineteenth Century France: Alpine and Arctic Iconography and their Relationship to Natural History,Ph.D.,1983,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"OLANDER, William","Pour transmettre à la postérité: French Painting and Revolution, 1774-1795",Ph.D.,1983,"Rosenblum, Robert",,Seventeenth- and Eighteenth-Century Art,,,
"BANDIERA, John D.","The Pictorial Treatment of Architecture in French Art, 1731 to 1804",Ph.D.,1982,"Rosenblum, Robert",,Seventeenth- and Eighteenth-Century Art,Architecture,,
"MAYER, Susan","Ancient Mediterranean Sources in the Works of Picasso, 1892-1937",Ph.D.,1980,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"McQUILLAN, Melissa A.","Painters and the Ballet, 1917-1926: An Aspect of the Relationship between Art and Theatre",Ph.D.,1979,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"MILLER, Marc H.","Lafayette's Farewell Tour of America, 1824-25: A Study of the Pageantry and Public Portratiure",Ph.D.,1979,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"HELENIAK, Kathryn Moore","William Mulready, R.A. (1786-1863): British Landscape and Genre Artist",Ph.D.,1978,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"STUEBE, Isabel Combs",The Life and Works of William Hodges,Ph.D.,1978,"Rosenblum, Robert",,Seventeenth- and Eighteenth-Century Art,,,
"WELLS-ROBERTSON, Sally",Marguerite Gerard: 1761-1837,Ph.D.,1978,"Rosenblum, Robert",,Seventeenth- and Eighteenth-Century Art,,,
"PRESSLY, William Laurens",The Life and Art of James Barry,Ph.D.,1974,"Rosenblum, Robert",,Seventeenth- and Eighteenth-Century Art,,,
"ZIFF, Norman D.",Paul Delaroche: A Study in Nineteenth-century French History Painting,Ph.D.,1974,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"MEYER, Jerry D.",The Religious Paintings of Benjamin West; a Study in Late Eighteenth and Early Nineteenth-century Moral Sentiment,Ph.D.,1973,"Rosenblum, Robert",,Seventeenth- and Eighteenth-Century Art,Nineteenth- and Twentieth-Century Art,,
"KIM, Won-Yong",Studies on Silla Pottery,Ph.D.,1959,"Salmony, Alfred",,East Asian Art,,,
"KIDDER, Jonathan Edward",The Jomon Pottery of Japan,Ph.D.,1955,"Salmony, Alfred",,East Asian Art,,,
"GALASSI, Susan Grace",Games of Wit: Picasso's Variations on the Old Masters,Ph.D.,1991,"Schiff, Gert",,Nineteenth- and Twentieth-Century Art,,,
"DABROWSKI, Magdalena",The Russian Contribution to Modernism: ''Construction'' as Realization of Innovative Aesthetic Concepts of the Russian Avant-Garde,Ph.D.,1990,"Schiff, Gert",,Nineteenth- and Twentieth-Century Art,,,
"STAVITSKY, Gail","The Development, Institutionalization and Impact of the A.E. Gallatin Collection of Modern Art",Ph.D.,1990,"Schiff, Gert",,Collecting; Curatorial and Museum Studies,,,
"VIOLAND, Heidi E.","Jean Tinguely's Kinetic Art, or a Myth of the Machine Age",Ph.D.,1990,"Schiff, Gert",,Nineteenth- and Twentieth-Century Art,,,
"BUSCO, Marie F.",The Sculptor Sir Richard Westmacott (1775-1856): Life and Works,Ph.D.,1988,"Schiff, Gert",,Nineteenth- and Twentieth-Century Art,,,
"CERNUSCHI, Claude R.",Jackson Pollock: Meaning and Significance,Ph.D.,1988,"Schiff, Gert",,Nineteenth- and Twentieth-Century Art,,,
"MASSENGALE, Jean Montague",The Early Drawings of Fragonard (ca. 1748-1761): Problems of Attribution and Chronology,Ph.D.,1987,"Schiff, Gert",,Seventeenth- and Eighteenth-Century Art,,,
"BRADLEY, Laurel",Evocations of the Eighteenth Century in Victorian Art,Ph.D.,1986,"Schiff, Gert",,Seventeenth- and Eighteenth-Century Art,Nineteenth- and Twentieth-Century Art,,
"MORTON, Marsha",Johann Erdmann Hummel: A Painter of Biedermeier Berlin,Ph.D.,1986,"Schiff, Gert",,Nineteenth- and Twentieth-Century Art,,,
"KOSINSKI, Dorothy M.",The Image of Orpheus in Symbolist Art and Literature,Ph.D.,1985,"Schiff, Gert",,Nineteenth- and Twentieth-Century Art,,,
"REWALD, Sabine",Balthus: A Monographic Study,Ph.D.,1984,"Schiff, Gert",,Nineteenth- and Twentieth-Century Art,,,
"WOLF, Tom",Konrad Cramer: His Art and his Context,Ph.D.,1984,"Schiff, Gert",,Nineteenth- and Twentieth-Century Art,,,
"SCHIMMEL, Julie",John Mix Stanley and Imagery of the West in Nineteenth-century American Art,Ph.D.,1983,"Schiff, Gert",,Nineteenth- and Twentieth-Century Art,,,
"DUNOW, Estelle","Chaim Soutine, 1893-1943",Ph.D.,1981,"Schiff, Gert",,Nineteenth- and Twentieth-Century Art,,,
"MATHEWS, Nancy M,",Mary Cassatt and the ''Modern Madonna'' of the Nineteenth Century,Ph.D.,1980,"Schiff, Gert",,Nineteenth- and Twentieth-Century Art,,,
"PRITCHARD, Aline Isdebsky",The Art of Mikhail Vrubel (1865-1910),Ph.D.,1980,"Schiff, Gert",,Nineteenth- and Twentieth-Century Art,,,
"COHEN, Ronny H.","Alexandra Exter and Western Europe: An Inquiry into Russian-Western Relations in Art, Theater and Design in the early Twentieth Century",Ph.D.,1979,"Schiff, Gert",,Nineteenth- and Twentieth-Century Art,,,
"BURLEIGH, Marian",George Russel (AE): The Painter of the Irish Renaissance,Ph.D.,1978,"Schiff, Gert",,Nineteenth- and Twentieth-Century Art,,,
"GEAR, Josephine",Masters or Servants? A Study of Selected English Painters and their Patrons of the Late Eighteenth and Early Nineteenth Centuries,Ph.D.,1976,"Schiff, Gert",,Seventeenth- and Eighteenth-Century Art,Nineteenth- and Twentieth-Century Art,,
"LIPTON, Eunice","Picasso Criticism, 1901-1939: The Making of an Artist-Hero",Ph.D.,1975,"Schiff, Gert",,Nineteenth- and Twentieth-Century Art,,,
"FIDELL, Madeline A.",The Graphic Art of Charles-François Daubigny,Ph.D.,1974,"Schiff, Gert",,Nineteenth- and Twentieth-Century Art,,,
"JORDAN, Jim M.","Paul Klee and Cubism, 1912-1926",Ph.D.,1974,"Schiff, Gert",,Nineteenth- and Twentieth-Century Art,,,
"EHRESMANN, Donald Louis","Middle Rhenish Sculpture, 1380-1440",Ph.D.,1966,"Schönberger, Guido",,"Early Christian, Byzantine, and Western Medieval Art",,,
"McKENZIE, Allan Dean",The Virgin Mary as the Throne of Solomon in Medieval Art,Ph.D.,1965,"Schönberger, Guido",,"Early Christian, Byzantine, and Western Medieval Art",,,
"YILDIRIM, Bahadir",The reliefs from the Roman civil basilica at Aphrodisias in Caria,Ph.D.,2001,"Smith, R. R. R.",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"LENAGHAN, Julia",Portrait Statues of Women in the Roman World,Ph.D.,1999,"Smith, R. R. R.",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"VAN VOORHIS, Julie",The Sculptor's Workshop at Aphrodisias,Ph.D.,1999,"Smith, R. R. R.",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"THOMPSON, Nancy L.",Female Portrait Sculpture in the First Century B.C. in Italy and the Hellenistic East,Ph.D.,1996,"Smith, R. R. R.",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"DILLON, Sheila",Studies in the Civic and Intellectual Portraits of the Greeks,Ph.D.,1994,"Smith, R. R. R.",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"WELCH, Katherine",Amphitheatres in the Roman Republic: An Archaeology of the Roman Spectacle,Ph.D.,1994,"Smith, R. R. R.",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"POIRIER, Maurice","Studies on the Concepts of Disegno, Invenzione and Colore in Sixteenth and Seventeenth-century Italian Art and Theory",Ph.D.,1976,"Smyth, Craig Hugh",,Seventeenth- and Eighteenth-Century Art,,,
"ROBBINS, Daniel",The Formation and Maturity of Albert Gleizes,Ph.D.,1974,"Smyth, Craig Hugh",,Nineteenth- and Twentieth-Century Art,,,
"LAVIN, Marilyn","Studies in Urbinate Painting, 1458-1476, Piero della Francesca, Paolo Uccello and Joos van Ghent",Ph.D.,1973,"Smyth, Craig Hugh",,Renaissance Art,,,
"YUEN, Toby E.S",Illusionistic Mural Decoration of the Early Renaissance in Rome,Ph.D.,1972,"Smyth, Craig Hugh",,Renaissance Art,,,
"RICHARDSON, Francis Lee",Andrea Schiavone,Ph.D.,1971,"Smyth, Craig Hugh",,Renaissance Art,,,
"OSTROW, Stephen Edward",Agostino Carracci,Ph.D.,1966,"Smyth, Craig Hugh",,Renaissance Art,,,
"LASKIN, Myron",The Early Work of Coreggio,Ph.D.,1964,"Smyth, Craig Hugh",,Renaissance Art,,,
"CHENEY, Iris Hofmeister",Francesco Salviati (1510-1563),Ph.D.,1963,"Smyth, Craig Hugh",,Renaissance Art,,,
"SHAPIRO, Maurice L.",Studies in the Iconology of the Sculptures in the Tempio Malatestiano,Ph.D.,1959,"Smyth, Craig Hugh",,Renaissance Art,,,
"WOHL, Hellmut",Domenico Veneziano Studies,Ph.D.,1958,"Smyth, Craig Hugh",,Renaissance Art,,,
"GILBERT, Creighton",The Works of Girolamo Savoldo,Ph.D.,1955,"Smyth, Craig Hugh",,Renaissance Art,,,
"SHELLEY, Donald Allison",The Pennsylvania German Style of Illumination,Ph.D.,1953,"Smyth, Craig Hugh",,"Early Christian, Byzantine, and Western Medieval Art",,,
"ACKERMAN, James Sloss",The Cortile del Belvedere (1503-1585),Ph.D.,1952,"Smyth, Craig Hugh",,Renaissance Art,,,
"SMITH, Caron",The Fan Kuan Tradition in Chinese Landscape Painting,Ph.D.,1990,"Soper, Alexander",,East Asian Art,,,
"LIM, Lucy",The Northern Wei Tomb of Ssu-ma Chin-lung and Early Chinese Figure Painting,Ph.D.,1989,"Soper, Alexander",,East Asian Art,,,
"HOWARD, Patricia",The Shang Bronze Vessel Type Kuang (12c. B.C. to mid-10c. B.C.),Ph.D.,1986,"Soper, Alexander",,East Asian Art,,,
"JOHNSON, Elizabeth Childs",Relationship Between Symbolism and Function in Ritual Bronze Art of the Shang: New Archaeological and Bone Inscriptional Evidence,Ph.D.,1984,"Soper, Alexander",,East Asian Art,,,
"GLUM, Peter","The Ban Dainagon Ektoba, the Kibi Daijin Nitto Emaki, and the Nenju Gyoji Emaki: A Reassessment of the Evidence for the Work of Tokiwa Mitsunaga Embodied in Two Japanese Narrative Scroll Paintings of the Twelfth Century, and one Presumably Close Copy",Ph.D.,1981,"Soper, Alexander",,East Asian Art,,,
"HOWARD, Angela",The Imagery of the Cosmological Buddha,Ph.D.,1981,"Soper, Alexander",,East Asian Art,,,
"HUIE, Chee Mee",A Study of the Chronology and Development of the Caves at Tun Huang Executed from Northern Liang to T'ang,Ph.D.,1981,"Soper, Alexander",,East Asian Art,,,
"KAUFMAN, Laura S.",Ippen Hijiri-e: Artistic and Literary Sources in a Buddhist Handscroll Painting of Thirteenth Century Japan,Ph.D.,1980,"Soper, Alexander",,East Asian Art,,,
"EICHENBAUM, Patricia D.","The Development of a Narrative Cycle Based on the Life of the Buddha in India, Central Asia, and the Far East: Literary and Pictorial Evidence",Ph.D.,1979,"Soper, Alexander",,Art of the Middle East and South Asia,,,
"MATICS, Kathleen Isabelle","An historical analysis of the fine arts at wat phra chetuphon, a repository of ratanakosin artistic heritage",Ph.D.,1978,"Soper, Alexander",,East Asian Art,,,
"JULIANO, Annette L.",Teng-Hsien: An Important Six Dynasties Tomb,Ph.D.,1974,"Soper, Alexander",,East Asian Art,,,
"McCALLUM, Donald Frederick",The Evolution of the Buddha and Bodhisattva Figures in Japanese Sculpture of the Ninth and Tenth Centuries,Ph.D.,1973,"Soper, Alexander",,East Asian Art,,,
"ECKE, Tseng Yu-Ho","Emperor Hui Tsung, the Artist, 1082-1136",Ph.D.,1972,"Soper, Alexander",,East Asian Art,,,
"FONG, Helena Mary","Secular Figure Painting of the T'ang Dynasty, A.D. 618-906",Ph.D.,1972,"Soper, Alexander",,East Asian Art,,,
"SCULL, Penelope Mason",A Reconstruction of the Hogen Heiji Monogatari Emaki,Ph.D.,1970,"Soper, Alexander",,East Asian Art,,,
"WEBER, Charles Dunkhorst",Chinese Pictorial Bronze Vessels of the Late Chou Period,Ph.D.,1964,"Soper, Alexander",,East Asian Art,,,
"WEBER, George W., Jr.",The Ornaments of Late Chou Bronzes: A Method of Analysis,Ph.D.,1964,"Soper, Alexander",,East Asian Art,,,
"HASKINS, John Franklin",The Fifth Pazyrik Kurgan and the ''Animal Style'',Ph.D.,1961,"Soper, Alexander",,Art of the Middle East and South Asia,,,
"TEECE, Denise-Marie","Vessels of Verse, Ships of Song: Persian Anthologies of the Qara Quyunlu and Aq Quyunlu Period",Ph.D.,2013,"Soucek, Priscilla",,Art of the Middle East and South Asia,,,
"Adamjee, Qamar",Strategies for Visual Narration in the Illustrated Chandayan Manuscripts,Ph.D.,2011,"Soucek, Priscilla",,Art of the Middle East and South Asia,,,
"KAMADA, Yumiko","Flowers on Floats: The Production, Circulation, and Reception of Early Modern Indian Carpets",Ph.D.,2011,"Soucek, Priscilla",,Art of the Middle East and South Asia,,,
"SARDAR, Marika",Golconda through Time: A Mirror of the Evolving Deccan,Ph.D.,2007,"Soucek, Priscilla",,Art of the Middle East and South Asia,,,
"BUSH, Olga","Architecture, Poetic Texts and Textiles in the Alhambra",Ph.D.,2006,"Soucek, Priscilla",,"Early Christian, Byzantine, and Western Medieval Art",Art of the Middle East and South Asia,,
"NATIF, Mika",Explaining Early Mughal Painting: The Anvar-i-Suhayli Manuscripts,Ph.D.,2006,"Soucek, Priscilla",,Nineteenth- and Twentieth-Century Art,,,
"DASKALAKIS, Annie-Christine",Damascus 18th and 19th Century Houses in the Ablaq-Ajami Style of Decoration: Local and International Significance,Ph.D.,2004,"Soucek, Priscilla",,Art of the Middle East and South Asia,,,
"KENNEY, Ellen","Power and Patronage in Mamluk Syria: The Architecture and Urban Works of Tankiz al-Nasiri, 1312-1340",Ph.D.,2004,"Soucek, Priscilla",,Art of the Middle East and South Asia,,,
"KERNER, Jaclynne",Art in the Name of Science: Illustrated Manuscripts of the Kitab al-diryaq,Ph.D.,2004,"Soucek, Priscilla",,Art of the Middle East and South Asia,,,
"TURNBULL, Richard",The Muradiye Tomb Complex in Bursa and the Development of the Ottoman Funerary Tradition,Ph.D.,2004,"Soucek, Priscilla",,Art of the Middle East and South Asia,,,
"KAHIL, Abdallah M.",The Sultan Hasan complex in Cairo 1357-1364,Ph.D.,2002,"Soucek, Priscilla",,Art of the Middle East and South Asia,,,
"YOLTAR, Aysin",The role of illustrated manuscripts in Ottoman luxury book production: 1413-1520,Ph.D.,2002,"Soucek, Priscilla",,Art of the Middle East and South Asia,,,
"FROOM, Aimée Elisabeth","A Muraqqa` for the Ottoman Sultan Murad III (r. 1574-1595): Österreichische Nationalbibliothek, Codex Mixtus 313",Ph.D.,2001,"Soucek, Priscilla",,Art of the Middle East and South Asia,,,
"ULUC, Lale",Arts of the Book in Sixteenth Century Shiraz,Ph.D.,2000,"Soucek, Priscilla",,Art of the Middle East and South Asia,,,
"MASUYA, Tomoko",The Ilkhanid phase of Takht-i Sulaiman,Ph.D.,1997,"Soucek, Priscilla",,Art of the Middle East and South Asia,,,
"BABAIE, Sussan",Safavid Palaces at Isfahan: Continuity and Change (1590-1666),Ph.D.,1994,"Soucek, Priscilla",,Art of the Middle East and South Asia,,,
"DIBA, Layla S.",Laquerwork of Safavid Persia and its Relationship to Persian Painting,Ph.D.,1994,"Soucek, Priscilla",,Art of the Middle East and South Asia,,,
"EDWARDS, Holly",The Genesis of Islamic Architecture in the Indus Valley,Ph.D.,1990,"Soucek, Priscilla",,Art of the Middle East and South Asia,Architecture,,
"KOMAROFF, Linda",The Timurid Phase in Iranian Metalwork: Formulation and Realization of a Style,Ph.D.,1984,"Soucek, Priscilla",,Art of the Middle East and South Asia,,,
"TABBA, Yasser","The Architectural Patronage of Nur Al-Din, 1146-1174",Ph.D.,1982,"Soucek, Priscilla",,Art of the Middle East and South Asia,,,
"SCHMITZ, Barbara","Miniature Painting in Harat, 1570-1640",Ph.D.,1981,"Soucek, Priscilla",,Art of the Middle East and South Asia,,,
"DENNY, Don William","The Annunciation from the Right, from Early Christian Times to the Sixteenth Century",Ph.D.,1965,"Sterling, Charles",,"Early Christian, Byzantine, and Western Medieval Art",Renaissance Art,,
"CHAFFEE, Cathleen","Decors: Marcel Broodbrothers Late Exhibition Practice, 1974-75",Ph.D.,2013,"Storr, Robert",,Nineteenth- and Twentieth-Century Art,,,
"HILL, Joe",Becoming Global: Contemporary Art Worlds in the Age of the Biennials Boom,Ph.D.,2013,"Storr, Robert",,Contemporary Art,,,
"LEVY, Matthew","Abstract Painting and the Minimalist Critiques: Robert Mangold, David Novros, Jo Baer",Ph.D.,2013,"Storr, Robert",,Nineteenth- and Twentieth-Century Art,Contemporary Art,,
"O’DEA, Rory",Science Fiction and Mystic Fact: Robert Smithson’s Ways of World Making,Ph.D.,2013,"Storr, Robert",,Nineteenth- and Twentieth-Century Art,,,African Art
"ISRAEL, Matthew",Paradigms of Protest: American Artists Against the Vietnam War,Ph.D.,2011,"Storr, Robert",,Nineteenth- and Twentieth-Century Art,,,
"BIRKHOFER, Denise","On and Off the Streets: Photography and Performance in Mexico City, 1974-1984",Ph.D.,2013,"Sullivan, Edward J.",,Latin American Art,Contemporary Art,,
"DUBS, Jason","Making a Scene: The Colectivo Acciones de Arte, the Chilean Neo-Avant-Garde, and the Politics of Visibility, 1975-89",Ph.D.,2013,"Sullivan, Edward J.",,Latin American Art,Contemporary Art,,
"MERFISH, Beth Matusoff",Stars in Complex Constellations: Mexico City’s Taller de Gráfica Popular through Inside and Outside Histories,Ph.D.,2013,"Sullivan, Edward J.",,Latin American Art,,,
"FRANCO, Ana","Edgar Negret and Eduard Ramirez-Villamizar: Transnational Encounters and the Rise of Modernism in Colombian Art, 1944-1964",Ph.D.,2012,"Sullivan, Edward J.",,Latin American Art,Nineteenth- and Twentieth-Century Art,,
"MONTROSS, Sarah","Cartographic Communication: Latin American New Media Artists in New York, Juan Downey and Jaime Davidovich (1960s-1980s)",Ph.D.,2012,"Sullivan, Edward J.",,Latin American Art,Contemporary Art,,
"NELSON, Adele","The Monumental and the Ephemeral: The São Paulo Bienal and the Emergence of Abstraction in Brazil, 1946-1954",Ph.D.,2012,"Sullivan, Edward J.",,Latin American Art,Nineteenth- and Twentieth-Century Art,,
"DAVIDSON, Vanessa","Paulo Bruscky and Edgardo Antonio Vigo: Pioneers in Alternative Communication Networks, Conceptualism, and Performance (1960s-1980)",Ph.D.,2011,"Sullivan, Edward J.",,Latin American Art,Nineteenth- and Twentieth-Century Art,,
"MCEWEN, Abigail","The Practice and Politics of Cuban Abstraction, c. 1952-1963",Ph.D.,2010,"Sullivan, Edward J.",,Latin American Art,Nineteenth- and Twentieth-Century Art,,
"LUBOWSKI, Alicia Eve",The picture of nature: Alexander von Humboldt and the tropical American landscape,Ph.D.,2009,"Sullivan, Edward J.",,Latin American Art,Nineteenth- and Twentieth-Century Art,,
"OTT, ,Jeremy J",Mortuary Practices in Late Antique Corinth,Ph.D.,2016,Thelma Thomas,,,,,
"McDAVID, Allyson Elizabeth",The Legacy of the Great Baths of Aphrodisias in Late Antiquity,Ph.D.,2015,Thelma Thomas,,,,,
"WILLIAMS, Elizabeth A",Worldly Adornments: Women’s Precious Metal Jewelry in the Early Medieval Eastern Mediterranean (9500-1100 CE),Ph.D.,2015,Thelma Thomas,,,,,
"LOIACONO, Mark R",Out From the Shadows: Andy Warhol’s Abstractions,Ph.D.,2016,"Crow, Thomas",,,,,
"LOWERY, Rebecca Skafsgaard","Contingent Bodies: Art In and Around Los Angeles, 1969-75",Ph.D.,2016,"Crow, Thomas",,,,,
"RIFELJ, Claire De Dobay",Mediums and Messages: Collage and Narrative in Los Angeles in the 1960s and 1970s,Ph.D.,2016,"Crow, Thomas",,,,,
"BELL, Andrea Elizabeth",French Artists in Rome: An Examination of Eighteenth-Century Drawing Albums,Ph.D.,2014,"Crow, Thomas",,,,,
"HULST, Titia E",Leo Castelli and the Market for American Contemporary Art,Ph.D.,2014,"Crow, Thomas",,,,,
"MORRIS, Meredith Megan",Rediscovering Madrid through the Lens of Tourism: An Analysis of La Luna de Madrid,Ph.D.,2014,"Crow, Thomas",,,,,
"ROSENBERGER, Christina Bryan",The Early Work of Agnes Martin,Ph.D.,2014,"Crow, Thomas",,,,,
"SELEJAN, Ileana L",Postmodern Warfare in Images: The Aesthetics of War Photography in the Late 1970s and 1980s,Ph.D.,2014,"Crow, Thomas",,,,,
"ZERVOS, Orestes H.",The Alexander Mint of Egypt,Ph.D.,1974,"Thompson, Margaret",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"AJELLO, Guendalina","Afterlives: The Reuse, Adaptation and Transformation of Roma’s Ancient theaters",Ph.D.,2012,"Trachtenberg, Marvin L.",,Architecture,"Ancient Aegean, Egyptian, Greek and Roman Art",,
"GUSTAFSON, Erik",Tradition and Renewal in the Thirteenth-Century Franciscan Architecture of Tuscany,Ph.D.,2012,"Trachtenberg, Marvin L.",,Architecture,,,
"JACOBI, Lauren",The Topography of Money: The Architecture and Urbanism of Banks in Renaissance Italy,Ph.D.,2012,"Trachtenberg, Marvin L.",,Architecture,Renaissance Art,,
"HUTTERER, Maile",Broken Outlines and Structural Exhibitionism: the Flying Buttress as Aesthetic Choice in Medieval France,Ph.D.,2011,"Trachtenberg, Marvin L.",,Architecture,"Early Christian, Byzantine, and Western Medieval Art",,
"MOORE, Kathryn",Italian Copies of Holy Land Architecture: The Illustrated Versions of Niccolò da Poggibonsi’s Libro d’Oltramare,Ph.D.,2011,"Trachtenberg, Marvin L.",,Architecture,"Early Christian, Byzantine, and Western Medieval Art",,
"HORTON, Heather",Authority and Innovation in Alberti’s Theory and Practice,Ph.D.,2010,"Trachtenberg, Marvin L.",,Architecture,,,
"DOQUANG, Mailan S.",Rayonnant chantry chapels in context,Ph.D.,2009,"Trachtenberg, Marvin L.",,Architecture,"Early Christian, Byzantine, and Western Medieval Art",,
"LUGLI, Emanuele",Pietre di paragone: The production of spatial order in the twelfth-century Lombard city,Ph.D.,2009,"Trachtenberg, Marvin L.",,Architecture,"Early Christian, Byzantine, and Western Medieval Art",,
"YUNN, Amee","The Bargello: A new history of the first communal palace of Florence, 1255--1346",Ph.D.,2009,"Trachtenberg, Marvin L.",,Architecture,"Early Christian, Byzantine, and Western Medieval Art",,
"GLAZER, Joshua",From Dossale to Macchina: The Silver Altar of Saint John the Baptist and its Symbolic function in Florence,Ph.D.,2008,"Trachtenberg, Marvin L.",,Renaissance Art,,,
"SAVOY, Daniel",Water Myth in Early Modern Venice,Ph.D.,2008,"Trachtenberg, Marvin L.",,Renaissance Art,,,
"GENONI, Mia Reinoso",Filarete in Word and Image: Persuasion and Invention in the Architetonico Libro,Ph.D.,2007,"Trachtenberg, Marvin L.",,Architecture,Renaissance Art,,
"FLANIGAN, Theresa",The Ponte Vecchio: Building an Urbanized Bridge in Early Modern Florence,Ph.D.,2006,"Trachtenberg, Marvin L.",,Architecture,,,
"HOBART, Michelle",Sardinian Medieval Churches and their Bacini: Architecture Embedded with Archaeology,Ph.D.,2006,"Trachtenberg, Marvin L.",,Architecture,"Early Christian, Byzantine, and Western Medieval Art",,
"MARINA, Areli",The Urbanistic Transformation of Parma in the Age of the Commune,Ph.D.,2004,"Trachtenberg, Marvin L.",,Architecture,,,
"LEADER, Anne",The Florentine Badia: Monastic Reform in Mural and Cloister,Ph.D.,2000,"Trachtenberg, Marvin L.",,Architecture,,,
"GIURESCU, Ena","Trecento Family Chapels in Santa Maria Novella and Santa Croce: Architecture, Patronage and Competition",Ph.D.,1997,"Trachtenberg, Marvin L.",,Architecture,"Early Christian, Byzantine, and Western Medieval Art",,
"RATTÉ, Felicity B.",Significant Structures: Architectural Imagery in Tuscan Painting of the Thirteenth and Fourteenth Centuries,Ph.D.,1995,"Trachtenberg, Marvin L.",,Architecture,"Early Christian, Byzantine, and Western Medieval Art",,
"ORFANOS, Patricia M.","George H. Skidmore, Architect, and Late 19th-century Churches in Suffolk County, Long Island",Ph.D.,1993,"Trachtenberg, Marvin L.",,Architecture,Nineteenth- and Twentieth-Century Art,,
"REILLY, Lisa",The Architectural History of Peterborough Cathedral,Ph.D.,1990,"Trachtenberg, Marvin L.",,Architecture,"Early Christian, Byzantine, and Western Medieval Art",,
"CHRISTIAN, Karen",Arnolfo di Cambio's Sculptural Project for the Duomo Façade in Florence: A Study in Style and Context,Ph.D.,1989,"Trachtenberg, Marvin L.",,Architecture,"Early Christian, Byzantine, and Western Medieval Art",,
"MOORE, Derek A R","Pellegrino Tibaldi's Church of S. Fedele in Milan: The Jesuits, Carlo Borromeo and religious architecture in the late sixteenth century",Ph.D.,1988,"Trachtenberg, Marvin L.",,Architecture,,,
"GILLERMAN, David M.",The Gothic Church of San Fortunato in Todi,Ph.D.,1987,"Trachtenberg, Marvin L.",,Architecture,"Early Christian, Byzantine, and Western Medieval Art",,
"BURNS, Carol Eugenia","San Salvatore and Venetian Church Architecture, 1490-1530",Ph.D.,1986,"Trachtenberg, Marvin L.",,Architecture,Renaissance Art,,
"REHL, Beatrice",The Fourteenth-century Choir of Bristol Cathedral,Ph.D.,1984,"Trachtenberg, Marvin L.",,Architecture,,,
"RADKE, Gary M.",The Papal Palace in Viterbo,Ph.D.,1980,"Trachtenberg, Marvin L.",,Architecture,,,
"HERSCHMAN, Joel",The Thirteenth Century Chevet of the Cathedral of Coutances,Ph.D.,1978,"Trachtenberg, Marvin L.",,"Early Christian, Byzantine, and Western Medieval Art",,,
"MOSKOWITZ, Anita Fiderer",Studies in the Sculpture of Andrea Pisano: Origins and Development of his Style,Ph.D.,1978,"Trachtenberg, Marvin L.",,Renaissance Art,,,
"WARD, Michael L.",Studies on the Pórtico de la Gloria at the Cathedral of Santiago de Compostela,Ph.D.,1978,"Trachtenberg, Marvin L.",,Architecture,"Early Christian, Byzantine, and Western Medieval Art",,
"GILES, Kathleen Alden",The Strozzi Chapel in Santa Maria Novella: Florentine Painting and Patronage 1340-1355,Ph.D.,1977,"Trachtenberg, Marvin L.",,Architecture,Renaissance Art,,
"SMITH, Christine Hunnikin",The Baptistery of Pisa,Ph.D.,1975,"Trachtenberg, Marvin L.",,Nineteenth- and Twentieth-Century Art,Renaissance Art,,
"CHAPMAN, Edmund Haupt","Early Cleveland, the Development of a City. A Study of Urban Development and Disintegration in the First Three Quarters of the Nineteenth Century",Ph.D.,1951,"Tselos, Dimitri",,Nineteenth- and Twentieth-Century Art,Architecture,,
"BROWN, Milton Wolf",American Painting (1913-1939): From the Armory Show to the Depression,Ph.D.,1948,"Tselos, Dimitri",,Nineteenth- and Twentieth-Century Art,,,
"UTLEY, Gertje R.","Picasso and the 'Parti de la Renaissance Française': The Artist as a Communist, 1944-1953",Ph.D.,1997,"Varnedoe, Kirk",,Nineteenth- and Twentieth-Century Art,,,
"KARMEL, Joseph Low","Picasso's Laboratory: The Role of his Drawings in the Development of Cubism, 1910-1914",Ph.D.,1993,"Varnedoe, Kirk",,Nineteenth- and Twentieth-Century Art,,,
